gene	subtype	type
353_tniB_LN794248.1	tniB	tniB
439_tniB_GQ227991.1	tniB	tniB
951_tniB_JN106167.1	tniB	tniB
2772_tnpA_KF295828.1	tnpA	transposase
1539_tnpA_CCYR01000035.1	tnpA	transposase
2094_tnpA_AB220949.1	tnpA	transposase
2704_tnpA(IS5)_AJ698325.1	tnpA(IS5)	transposase
581_tnpA_CCYV01000085.1	tnpA	transposase
1751_int2_KM886863.1	int2	integrase
2439_tniB_CP000644.1	tniB	tniB
2792_tniB_AMFJ01009282.1	tniB	tniB
1976_tniB_AEWV01000009.1	tniB	tniB
2428_tniB_AGAZ01000061.1	tniB	tniB
960_tnpA_FN568063.1	tnpA	transposase
1265_tniB_CP000630.1	tniB	tniB
1317_tniB_AM236084.1	tniB	tniB
1318_tnpA1B1-ISLL6_LT599053.1	tnpA1B1-ISLL6	transposase
1321_tnpA_KX094555.1	tnpA	transposase
2585_IS91_MOIK01000173.1	IS91	insertion_element_IS91
352_tnpA_CYGQ01000002.1	tnpA	transposase
2192_tnpA_DQ303459.3	tnpA	transposase
1420_IS91_CP003742.1	IS91	insertion_element_IS91
1853_IS91_CP003740.1	IS91	insertion_element_IS91
523_IS91_CP003742.1	IS91	insertion_element_IS91
711_tniB_ANGG01000400.1	tniB	tniB
197_p0111_1__AP010962	p0111	plasmid
2186_tnpA_HF953351.1	tnpA	transposase
1415_tniB_AECL01000076.1	tniB	tniB
2087_tnpA_CP002124.1	tnpA	transposase
2271_tnpA_EU850412.1	tnpA	transposase
2385_IS91_CP003740.1	IS91	insertion_element_IS91
2794_tniB_CP003566.1	tniB	tniB
934_tnpA_AJ344068.1	tnpA	transposase
1000_tnpA_JQ364968.1	tnpA	transposase
1264_tnpA_AE014299.2	tnpA	transposase
1657_tnpA_EF059914.1	tnpA	transposase
1661_IS91_CP007037.1	IS91	insertion_element_IS91
2542_tniB_FP103042.2	tniB	tniB
772_IS91_CP002616.1	IS91	insertion_element_IS91
2259_tniA_JF262170.1	tniA	tniA
2742_tnpA_KR055667.1	tnpA	transposase
92_rep20_1_ORF1(EDINA)_AP003089	rep20	plasmid
1215_IS91_MOCQ01000095.1	IS91	insertion_element_IS91
187_IncFIB(pHCM2)_1_pHCM2_AL513384	IncFIB(pHCM2)	plasmid
367_qacEdelta_EU117158.1	qacEdelta	qacEdelta
1281_tnpA1_CAGD01000038.1	tnpA1	transposase
1509_tniB_AY305378.1	tniB	tniB
1609_int2_KT389472.1	int2	integrase
2247_tnpA_CP000645.1	tnpA	transposase
2541_tniB_CP002879.1	tniB	tniB
478_IS91_LGMW01000067.1	IS91	insertion_element_IS91
910_tnpA_AB854326.1	tnpA	transposase
1255_IS91_CP003740.1	IS91	insertion_element_IS91
2504_tnpA_EU366287.1	tnpA	transposase
2564_tnpA_CDAG01000031.1	tnpA	transposase
2727_IS91_CP000267.1	IS91	insertion_element_IS91
266_Rep_1_pKPC-2_CP011573	Rep	plasmid
519_IS91_LGMW01000167.1	IS91	insertion_element_IS91
1147_tnpA_FQ311873.1	tnpA	transposase
16_rep5_1_rep(pMW2)_NC005011	rep5	plasmid
18_rep5_3_rep(pWBG752)_GQ900394.1	rep5	plasmid
19_rep5_4_rep(SAP047A)_GQ900405.1	rep5	plasmid
2097_tnpA_ISSod1__AAYX01000002.1	tnpA	transposase
556_tnpA_JX421697.1	tnpA	transposase
1276_IS91_CP000039.1	IS91	insertion_element_IS91
1992_tnpA_7_CP014358.1	tnpA	transposase
2115_IS91_CP017105.1	IS91	insertion_element_IS91
21_rep5_6_rep(pRJ9)_AF447813.1	rep5	plasmid
2523_tnpA1133_AY463797.8	tnpA1133	transposase
2709_tnpA_AGBU01000010.1	tnpA	transposase
2736_tnpA_CP006248.1	tnpA	transposase
351_tnpA_AB588180.1	tnpA	transposase
1291_IS91_AHIE01000006.1	IS91	insertion_element_IS91
15_rep4_3_ORF(pMBB1)_EFU26268	rep4	plasmid
1727_tnpA1_HG916826.1	tnpA1	transposase
1473_tnpA_AJ344068.1	tnpA	transposase
1867_IS91_CP003879.1	IS91	insertion_element_IS91
2521_tniB_KU549175.1	tniB	tniB
403_tnpA_AP014631.1	tnpA	transposase
723_tnpA_AF102990.1	tnpA	transposase
1404_IS91_CP003742.1	IS91	insertion_element_IS91
27_rep7_4_repD(pK214)_NC009751	rep7	plasmid
66_rep13_4_rep(pKH13)_NC010426.1	rep13	plasmid
2019_tniB_AB270530.1	tniB	tniB
1371_tnpA_AF232004.3	tnpA	transposase
1700_tnpA_HF545435.1	tnpA	transposase
1874_tnpA_JX843238.1	tnpA	transposase
39_rep7_16_repD_AY939911	rep7	plasmid
453_tnpA1B1-IS1068_LT599053.1	tnpA1B1-IS1068	transposase
764_int2_LN614756.1	int2	integrase
1670_IS91_CP000034.1	IS91	insertion_element_IS91
1779_tnpA_KR066794.1	tnpA	transposase
1977_tniB_JNFD01000038.1	tniB	tniB
2429_tniA_KM877517.1	tniA	tniA
1272_IS91_CP002028.1	IS91	insertion_element_IS91
1446_tniA_CCES01000002.1	tniA	tniA
1805_int3_FN434113.1	int3	integrase
494_tnpA_HE616910.2	tnpA	transposase
566_IS91_LRKB01000150.1	IS91	insertion_element_IS91
1581_tnpA_CU459003.1	tnpA	transposase
1950_IS91_HE970764.1	IS91	insertion_element_IS91
2076_tnpA27_HG918041.1	tnpA27	transposase
2757_tnpA_ISSod33_AE014300.1	tnpA	transposase
531_IS91_LGNE01000133.1	IS91	insertion_element_IS91
639_tnpA_JF785549.1	tnpA	transposase
64_rep13_2_CDS39(pSSP1)_AP008935	rep13	plasmid
666_IS91_LRLU01000254.1	IS91	insertion_element_IS91
967_tnpA_CAGD01000002.1	tnpA	transposase
994_IS91_CP003837.1	IS91	insertion_element_IS91
13_rep4_1_CDS2(pCRL291.1)_NC002799	rep4	plasmid
777_tnpA-5_AJ877225.1	tnpA-5	transposase
2442_tnpA_12_KU665641.1	tnpA	transposase
303_IS91_CP001383.1	IS91	insertion_element_IS91
488_IS91_LRMA01000117.1	IS91	insertion_element_IS91
1168_tnpA_HE858529.1	tnpA	transposase
2309_tnpAN_CP003376.1	tnpAN	transposase
2479_istB1_LK391695.1	istB1	istB1
2522_tnpA_KX029332.1	tnpA	transposase
402_tnpA_CP002474.1	tnpA	transposase
696_IS91_AF074613.1	IS91	insertion_element_IS91
37_rep7_14_rep(MSSA476)_BX571857.1	rep7	plasmid
857_IS91_CP007448.1	IS91	insertion_element_IS91
865_IS91_FN649418.1	IS91	insertion_element_IS91
139_repUS17__rep(pKKS825)_FN377602.2	repUS17	plasmid
2693_IS91_MPUO01000145.1	IS91	insertion_element_IS91
472_IS91_FN822745.1	IS91	insertion_element_IS91
1305_istB_EF107516.1	istB	istB
1571_IS91_AZMI01000001.1	IS91	insertion_element_IS91
361_tniB_KF056330.2	tniB	tniB
902_IS91_MLPZ01000009.1	IS91	insertion_element_IS91
14_rep4_2_CDS3(pKC5b)_AF378372	rep4	plasmid
1777_tnpA_AH009976.2	tnpA	transposase
201_IncFIB(pCTU1)_1_pCTU1_FN543094	IncFIB(pCTU1)	plasmid
2426_istA_CP002879.1	istA	istA
193_IncP(6)_1__JF785550	IncP(6)	plasmid
2081_tnpA_JX077110.1	tnpA	transposase
2134_IS91_CP003917.1	IS91	insertion_element_IS91
2274_tnpA_CP013672.1	tnpA	transposase
2372_tnpA_JX077110.1	tnpA	transposase
325_IS91_LYDO01000032.1	IS91	insertion_element_IS91
679_tnpA1_AF550679.1	tnpA1	transposase
728_tnpA_HE858529.1	tnpA	transposase
844_istB_KU254577.1	istB	istB
2602_tnpA_CU459003.1	tnpA	transposase
2281_istB_AM261760.1	istB	istB
2509_tnpA_GU371926.1	tnpA	transposase
2638_istB_JX194160.1	istB	istB
134_repUS12__rep(pUB110)_AF181950	repUS12	plasmid
1112_qacEdelta_AF261825.2	qacEdelta	qacEdelta
1316_tnpA_KF295828.1	tnpA	transposase
1979_tnpA_JX077110.1	tnpA	transposase
1610_int3_HE616890.1	int3	integrase
1835_tnpA_AY365053.1	tnpA	transposase
2029_tnpA_CYEF01000005.1	tnpA	transposase
384_istB_CYCT01000079.1	istB	istB
927_tnpA_CP009435.1	tnpA	transposase
433_IS91_LRLR01000164.1	IS91	insertion_element_IS91
320_tnpA_AJ534881.1	tnpA	transposase
936_tnpA_KC609323.1	tnpA	transposase
1506_tnpA_KX118608.1	tnpA	transposase
2390_IS91_CWZN01000206.1	IS91	insertion_element_IS91
626_int2_KF719972.1	int2	integrase
1348_istB_AB270530.1	istB	istB
2229_tnpA_KR780671.1	tnpA	transposase
68_rep14_1_CDS2(pEFNP1)_AB038522	rep14	plasmid
673_tnpA-ab_EU250284.1	tnpA-ab	transposase
169_IncY_1__K02380	IncY	plasmid
278_tnpA_AB304081.1	tnpA	transposase
761_IS91_LRLP01000112.1	IS91	insertion_element_IS91
1836_IS91_CXHA01000390.1	IS91	insertion_element_IS91
1196_IS91_CP003740.1	IS91	insertion_element_IS91
2525_tnpA_CP010516.1	tnpA	transposase
405_tnpA_ISSod6_AE014300.1	tnpA	transposase
1440_istB_KU130294.1	istB	istB
1938_IS91_MODU01000004.1	IS91	insertion_element_IS91
38_rep7_15_rep(pS0385-2)_AM990994.1	rep7	plasmid
1338_tnpA_10_CQHS01000038.1	tnpA	transposase
708_IS91_MJHW01000008.1	IS91	insertion_element_IS91
1524_tnpA_JN849689.1	tnpA	transposase
232_pESA2_1__CP000784	pESA2	plasmid
2496_tnpA_CP001846.1	tnpA	transposase
40_Rep7_17_repC(pS0385-1)_AM990993.1	Rep7	plasmid
680_IS91_CXBJ01000306.1	IS91	insertion_element_IS91
162_IncT_1__AP004237	IncT	plasmid
1641_tnpA9_HG916826.1	tnpA9	transposase
210_IncFII(pECLA)_1_pECLA_CP001919	IncFII(pECLA)	plasmid
2616_IS91_LRLA01000044.1	IS91	insertion_element_IS91
72_rep16_1_CDS8(pSAS)_BX571858	rep16	plasmid
73_rep16_2_CDS6(pSJH101)_CP000737	rep16	plasmid
74_rep16_3_rep(Saa6159)_CP002115.1	rep16	plasmid
75_rep16_4_unknown(SAP056A)_GQ900478.1	rep16	plasmid
76_rep16_5_unknown(pWBG759)_GQ900401.1	rep16	plasmid
776_tniA_L29404.2	tniA	tniA
77_rep16_6_unknown(SAP071A)_GQ900485.1	rep16	plasmid
78_rep16_7_rep(pBORa53)_AY917098.1	rep16	plasmid
188_IncFIB(pQil)_1_pQil_JN233705	IncFIB(pQil)	plasmid
191_IncL/M(pMU407)_1_pMU407_U27345	IncL/M(pMU407)	plasmid
1871_tnpA_CP006582.1	tnpA	transposase
554_tnpAcp1_FJ187822.1	tnpAcp1	transposase
931_tnpA_GQ258057.1	tnpA	transposase
2159_IS91_CP002017.1	IS91	insertion_element_IS91
1220_IS91_FM954972.2	IS91	insertion_element_IS91
2191_tnpA_AEEO01000051.1	tnpA	transposase
2226_tnpA_AP013353.1	tnpA	transposase
420_tnpA_AP013353.1	tnpA	transposase
385_tniB_CP001856.1	tniB	tniB
655_tnpA_DQ393661.1	tnpA	transposase
715_tniB_EU591509.1	tniB	tniB
1555_tnpA_AJ849659.1	tnpA	transposase
2067_IS26_KF056330.2	IS26	IS26
1160_tnpA_ISSod36_AE014300.1	tnpA	transposase
23_rep6_1_repA(p703/5)_AF109375	rep6	plasmid
226_pXuzhou21_1__CP001927	pXuzhou21	plasmid
2306_tnpA_AE014299.2	tnpA	transposase
283_IS91_CP000036.1	IS91	insertion_element_IS91
999_tnpA_rve_CEGG01000033.1	tnpA	transposase
110_rep21_8_rep(SAP071A)_GQ900485.1	rep21	plasmid
115_rep21_13_rep(SAP101A)_GQ900495.1	rep21	plasmid
2526_tnpA_EU402605.1	tnpA	transposase
670_istA_CBVQ010000196.1	istA	istA
982_tnpA_JX296013.1	tnpA	transposase
1596_IS91_LRKD01000119.1	IS91	insertion_element_IS91
1656_IS91_FN545151.1	IS91	insertion_element_IS91
624_tnpA_CP003901.1	tnpA	transposase
698_tnpA_AJ311891.3	tnpA	transposase
224_IncX4_2__FN543504	IncX4	plasmid
1302_tniA_CP008706.1	tniA	tniA
1804_int2_AF135182.4	int2	integrase
2278_istB_AB270530.1	istB	istB
2423_IS91_CP003740.1	IS91	insertion_element_IS91
1994_tnpA_AE014299.2	tnpA	transposase
1011_IS91_CP003740.1	IS91	insertion_element_IS91
117_rep22_1_repB(pUB110)_X03408.1	rep22	plasmid
1247_IS91_CP003740.1	IS91	insertion_element_IS91
1567_IS91_CP003740.1	IS91	insertion_element_IS91
1859_IS91_CP003740.1	IS91	insertion_element_IS91
2662_IS91_CP003740.1	IS91	insertion_element_IS91
978_tnpA_AF141323.1	tnpA	transposase
1969_tnpA_X87144.1	tnpA	transposase
234_pEC4115_1__NC_011351	pEC4115	plasmid
1493_tnpA_HG813238.1	tnpA	transposase
2090_tnpA_JQ241792.1	tnpA	transposase
2539_tnpA_AY177427.1	tnpA	transposase
2582_tnpA_JQ241791.1	tnpA	transposase
755_IS26_KT334335.1	tnpA	transposase
324_IS903	IS903	IS903
1500_tnpA_KC354801.1	tnpA	transposase
2387_tnpA_JN106170.1	tnpA	transposase
1803_int3_FR775240.1	int3	integrase
2402_int2_ADFW01000001.1	int2	integrase
1592_int3_CP003859.1	int3	integrase
2289_tnpA_EU402605.1	tnpA	transposase
2750_tnpA_FIGH01000007.1	tnpA	transposase
1242_tnpA_KP826710.1	tnpA	transposase
2436_tnpA_X92946.1	tnpA	transposase
1132_tnpA_AY509004.1	tnpA	transposase
1768_tnpA_FQ482074.1	tnpA	transposase
202_IncFIB(pCTU3)_1_pCTU3_FN543096	IncFIB(pCTU3)	plasmid
265_repA_2_pKPC-2_JX397875	repA	plasmid
1307_IS91_AM902716.1	IS91	insertion_element_IS91
2556_tnpA_EU646207.1	tnpA	transposase
1037_tnpA_AY849557.2	tnpA	transposase
1771_tnpA_KR066794.1	tnpA	transposase
2021_tnpA_AF118548.1	tnpA	transposase
301_tnpA_AB362339.1	tnpA	transposase
653_tnpA_KJ933392.1	tnpA	transposase
1474_tnpA_AM286416.1	tnpA	transposase
2166_IS91_CU928162.2	IS91	insertion_element_IS91
2177_tnpA_AE014299.2	tnpA	transposase
170_IncFIB(AP001918)_1__AP001918	IncFIB(AP001918)	plasmid
2717_tnpA_KM877517.1	tnpA	transposase
124_repUS2__repA(pBI143)_BFU30316	repUS2	plasmid
1096_tnpA_AEEH01000035.1	tnpA	transposase
1213_IS91_CP005930.1	IS91	insertion_element_IS91
1742_IS91_MJVB01000022.1	IS91	insertion_element_IS91
2486_IS91_FKHA01000014.1	IS91	insertion_element_IS91
2579_tnpA_KM877517.1	tnpA	transposase
2652_IS91_CP003235.1	IS91	insertion_element_IS91
63_rep13_1_ORF(pC194)_NC002013	rep13	plasmid
67_rep13_5_rep(pMC524/MBM)_AJ312056.2	rep13	plasmid
1241_tnpA2B2-ISLL6_LT599053.1	tnpA2B2-ISLL6	transposase
125_repUS3__repM200(pBM200)_DQ437521	repUS3	plasmid
2213_tnpA_AF535087.1	tnpA	transposase
2457_tnpA_HM440049.2	tnpA	transposase
383_tnpA_AY509004.1	tnpA	transposase
468_tnpA_AF051917.1	tnpA	transposase
550_tnpA_11_KU665641.1	tnpA	transposase
689_tnpA_KT601170.1	tnpA	transposase
794_tnpA_JQ764731.1	tnpA	transposase
213_IncFII(pYVa12790)_1_pYVa12790_AY150843	IncFII(pYVa12790)	plasmid
2574_ISSfl3_AL391753	ISSfl3	ISSfl3
661_IS10	IS10	IS10
1954_tnpA_CP008727.1	tnpA	transposase
1016_tnpA_AJ971344.1	tnpA	transposase
1115_tnpA_CCDS01000003.1	tnpA	transposase
407_ISCR1-transposase_CP004852.1	ISCR1-transposase	ISCR
605_IS91_LRLG01000089.1	IS91	insertion_element_IS91
1120_tnpA_AF535086.1	tnpA	transposase
2737_tnpA_CP002881.1	tnpA	transposase
155_IncL/M_1__AF550415	IncL/M	plasmid
2183_tnpA_JQ764731.1	tnpA	transposase
154_IncL/M(pOXA-48)_1_pOXA-48_JN626286	IncL/M(pOXA-48)	plasmid
1175_tnpA_CCDT01000001.1	tnpA	transposase
1660_int3_CAPD01000005.1	int3	integrase
2203_tnpA_CCET01000003.1	tnpA	transposase
975_tnpA_AB001611.1	tnpA	transposase
2079_tnpA_KJ933392.1	tnpA	transposase
2572_IS91_AJLR01000152.1	IS91	insertion_element_IS91
843_intI1_KM234279.1	intI1	integrase
1140_tnpA_ACPY01000017.1	tnpA	transposase
2419_tnpA_APYP01000154.1	tnpA	transposase
315_IS10R	IS10R	IS10R
487_IS91_CP001384.1	IS91	insertion_element_IS91
1191_IS679_NC002142	IS679	IS679
1466_tnpA_CP000355.2	tnpA	transposase
1164_tnpA_Z54268.1	tnpA	transposase
2595_IS91_APLF01000001.1	IS91	insertion_element_IS91
185_IncFIB(S)_1__FN432031	IncFIB(S)	plasmid
204_IncFIB(pB171)_1_pB171_AB024946	IncFIB(pB171)	plasmid
1142_tnpA2_HE798556.1	tnpA2	transposase
144_repUS22__rep(SAP015B)_GQ900502.1	repUS22	plasmid
1750_intI1_AF322577.2	intI1	integrase
496_tniB_CP017656.1	tniB	tniB
943_tnpA_AM286430.1	tnpA	transposase
1137_tnpAIS5_KF719970.1	tnpAIS5	transposase
1303_IS91_MOKM01000292.1	IS91	insertion_element_IS91
22_rep5_7_rep(pJE1)_AF051916.1	rep5	plasmid
2642_IS91_CWWW01000350.1	IS91	insertion_element_IS91
555_IS91_LGMW01000068.1	IS91	insertion_element_IS91
1988_tnpA_AEQQ01000129.1	tnpA	transposase
2135_IS91_CYAU01000079.1	IS91	insertion_element_IS91
2545_tnpA_CR555306.1	tnpA	transposase
176_IncHI2A_1__BX664015	IncHI2A	plasmid
1212_IS91_CXAZ01000340.1	IS91	insertion_element_IS91
1283_tnpA_JMOZ01000294.1	tnpA	transposase
2300_tnpA_LRIA01000135.1	tnpA	transposase
2507_IS91_CXZV01000067.1	IS91	insertion_element_IS91
996_IS91_MIWW01000058.1	IS91	insertion_element_IS91
568_IS91_MIVN01000038.1	IS91	insertion_element_IS91
1649_tnpA_KT225462.1	tnpA	transposase
722_tnpA_Y18009.2	tnpA	transposase
1059_tnpA1_CP002879.1	tnpA1	transposase
2231_tnpA_AB024564.1	tnpA	transposase
236_pSM22_1__NC_015972	pSM22	plasmid
697_IS91_CP009632.1	IS91	insertion_element_IS91
748_tniA_JN566044.1	tniA	tniA
1062_int2_BA000030.4	int2	integrase
1495_tnpA_FN806773.1	tnpA	transposase
688_tnpA5_HG916826.1	tnpA5	transposase
874_tnpA_CP011546.1	tnpA	transposase
561_tnpA_JORG01000037.1	tnpA	transposase
515_IS91_MIWW01000160.1	IS91	insertion_element_IS91
264_repA_1_pKPC-2_CP013325	repA	plasmid
1754_IS91_CP000036.1	IS91	insertion_element_IS91
2017_IS91_CP019242.1	IS91	insertion_element_IS91
508_tnpA_KU341381.1	tnpA	transposase
2027_IS91_MOCX01000041.1	IS91	insertion_element_IS91
1296_tnpA_AY042783.1	tnpA	transposase
1319_tnpA_AJ422230.1	tnpA	transposase
2576_tnpA_JN232517.1	tnpA	transposase
547_tnpA_FIID01000012.1	tnpA	transposase
1623_tnpA_CP011273.1	tnpA	transposase
1749_IS91_CVRB01000001.1	IS91	insertion_element_IS91
743_IS91_CP018817.1	IS91	insertion_element_IS91
2157_tnpA4_FJ948173.1	tnpA4	transposase
2331_tnpA_JF745030.2	tnpA	transposase
215_IncFII(pCRY)_1_pCRY_NC_005814	IncFII(pCRY)	plasmid
526_tnpA_AJSK01000032.1	tnpA	transposase
1219_IS91_MJIC01000005.1	IS91	insertion_element_IS91
1550_tnpA3_HE577054.1	tnpA3	transposase
1687_tnpA_LN879484.1	tnpA	transposase
2014_tnpA_4_KU665641.1	tnpA	transposase
141_repUS19__rep(pDLK3)_GU562626.1	repUS19	plasmid
813_IS91_MCFX02000002.1	IS91	insertion_element_IS91
1275_tnpA_AB035324.1	tnpA	transposase
192_IncP(Beta)_1_Beta_U67194	IncP(Beta)	plasmid
690_tnpA_Y17752.1	tnpA	transposase
770_IS91_AAND01000006.1	IS91	insertion_element_IS91
173_IncFII(pKPX1)_AP012055	IncFII(pKPX1)	plasmid
212_IncFII(pCTU2)_1_pCTU2_FN543095	IncFII(pCTU2)	plasmid
214_IncFII(pMET)_1_pMET1_EU383016	IncFII(pMET)	plasmid
1936_IS91_AKKM01000045.1	IS91	insertion_element_IS91
2555_tnpA_CDAG01000031.1	tnpA	transposase
370_tnpA_KP893385.1	tnpA	transposase
455_IS91_CYGC01000053.1	IS91	insertion_element_IS91
1182_tnpA_KP400525.1	tnpA	transposase
2783_tnpA_JQ837276.1	tnpA	transposase
177_IncHI1B_1_pNDM-MAR_JN420336	IncHI1B	plasmid
29_rep7_6_ORF(pKH1)_SAU38656	rep7	plasmid
2471_tnpA-1_AJ877225.1	tnpA-1	transposase
166_IncU_1__DQ401103	IncU	plasmid
2085_tnpA_KR014106.1	tnpA	transposase
366_tnpA_JFVF01000080.1	tnpA	transposase
1357_IS91_FCOK02000015.1	IS91	insertion_element_IS91
2354_tnpA_AFPR01000540.1	tnpA	transposase
378_tnpA_HE983996.1	tnpA	transposase
81_rep18_2_repA(pEF418)_AF408195	rep18	plasmid
2566_tnpA_CP009233.1	tnpA	transposase
1806_int2_KP211414.1	int2	integrase
1884_IS91_CP000705.1	IS91	insertion_element_IS91
189_IncFIB(K)_1_Kpn3_JN233704	IncFIB(K)	plasmid
198_IncFIB(pECLA)_1_pECLA_CP001919	IncFIB(pECLA)	plasmid
199_IncFIB(pLF82)_1_pLF82_CU638872	IncFIB(pLF82)	plasmid
200_IncFIB(pKPHS1)_1_pKPHS1_CP003223	IncFIB(pKPHS1)	plasmid
203_IncFIB(pENTE01)_1_pENTE01_CP000654	IncFIB(pENTE01)	plasmid
205_IncFIB(pENTAS01)_1_pENTAS01_CP003027	IncFIB(pENTAS01)	plasmid
209_IncFII(pENTA)_1_pENTA_CP003027	IncFII(pENTA)	plasmid
1098_tnpA_KX756453.1	tnpA	transposase
657_tnpA_ISSod8_AE014300.1	tnpA	transposase
1449_IS91_LRLC01000340.1	IS91	insertion_element_IS91
1579_tnpA_AIGD01000018.1	tnpA	transposase
593_tnpA2_DQ126685.1	tnpA2	transposase
822_tnpA_CP000857.1	tnpA	transposase
1387_tnpA_KP400525.1	tnpA	transposase
2469_tnpA-2_HG916826.1	tnpA-2	transposase
2497_tnpA_ISSod8_AE014300.1	tnpA	transposase
1024_tnpA_HE983995.1	tnpA	transposase
1423_tnpA_5_CP001621.1	tnpA	transposase
1562_tnpA_6_CP001621.1	tnpA	transposase
1947_tnpA_JN704639.1	tnpA	transposase
2055_tnpA_1_CP001621.1	tnpA	transposase
2209_tnpA_JFHO01000247.1	tnpA	transposase
2333_tnpA_8_CP001621.1	tnpA	transposase
2328_IS91_MCFX02000002.1	IS91	insertion_element_IS91
146_IncHI1B(R27)_1_R27_AF250878	IncHI1B(R27)	plasmid
2206_tnpA_CAHS01000016.1	tnpA	transposase
225_pADAP_1__AF135182	pADAP	plasmid
2764_tnpA4_CP005961.1	tnpA4	transposase
788_tnpA_FIIQ01000003.1	tnpA	transposase
2173_tnpA_APYD01000144.1	tnpA	transposase
147_IncHI1B(CIT)_1_pNDM-CIT_JX182975	IncHI1B(CIT)	plasmid
1329_tnpA_FR775234.1	tnpA	transposase
1830_tnpA_HE795043.1	tnpA	transposase
2109_IS91_FM179322.1	IS91	insertion_element_IS91
2659_IS91_FM179322.1	IS91	insertion_element_IS91
336_IS26_LN794248.1	IS26	IS26
917_tnpA_CCYY01000001.1	tnpA	transposase
1646_tnpA3_HG916826.1	tnpA3	transposase
218_IncFII(p96A)_1_p96A_JQ418521	IncFII(p96A)	plasmid
235_pJARS36_1__NC_015068	pJARS36	plasmid
1369_tnpA_BX908798.1	tnpA	transposase
1748_IS91_FPLG01000151.1	IS91	insertion_element_IS91
2048_IS91_LGMW01000166.1	IS91	insertion_element_IS91
432_tnpA_FJ628170.1	tnpA	transposase
1135_tnpA_JX570731.1	tnpA	transposase
1975_tnpA_CP000352.1	tnpA	transposase
2010_tnpA_IS5_like_KR822246.1	tnpA	transposase
567_tnpA_CPVS01000003.1	tnpA	transposase
2357_tnpA_AL590842.1	tnpA	transposase
1808_IS91_CP000698.1	IS91	insertion_element_IS91
1846_tnpA_AKNE01000024.1	tnpA	transposase
2456_tnpA2_CP000831.1	tnpA2	transposase
2610_IS91_MKCZ01000133.1	IS91	insertion_element_IS91
101_rep20_10_repA(SAP057A)_NC_013334.1	rep20	plasmid
2430_tnpA_KF601686.2	tnpA	transposase
295_IS91_LGMM01000043.1	IS91	insertion_element_IS91
338_IS91_CP000034.1	IS91	insertion_element_IS91
491_tnpA_CXDB01000323.1	tnpA	transposase
2059_IS91_MPUO01000154.1	IS91	insertion_element_IS91
2082_tnpA_CU459003.1	tnpA	transposase
2758_tnpA_JNNA01000051.1	tnpA	transposase
1124_tnpA_FN806773.1	tnpA	transposase
2310_tnpA_CCVZ01000009.1	tnpA	transposase
2776_tnpA_CP000352.1	tnpA	transposase
762_IS91_CYEF01000052.1	IS91	insertion_element_IS91
294_IS91_MOFA01000112.1	IS91	insertion_element_IS91
1014_IS91_LGMY01000167.1	IS91	insertion_element_IS91
157_IncN_1__AY046276	IncN	plasmid
128_repUS6__rep(pFL1)_NC002132	repUS6	plasmid
1462_IS91_LGTC01000001.1	IS91	insertion_element_IS91
1563_orf513_Y16016.1	orf513	orf513
1590_IS91_CP000690.1	IS91	insertion_element_IS91
1613_tnpA_AGBB01000127.1	tnpA	transposase
1971_tniB_CCES01000002.1	tniB	tniB
1200_IS91_CP000503.1	IS91	insertion_element_IS91
1658_tnpA5_HG918041.1	tnpA5	transposase
481_tnpA_CBTV010000136.1	tnpA	transposase
645_tnpA_JFHO01000232.1	tnpA	transposase
791_tnpA_FO818637.1	tnpA	transposase
914_tnpA_JX570731.1	tnpA	transposase
1356_Tn916-orf17_KC414929	Tn916-orf17	Tn916
1599_IS91_ABCK01000025.1	IS91	insertion_element_IS91
448_IS91_AP012273.1	IS91	insertion_element_IS91
1902_tnpA_6_KU665641.1	tnpA	transposase
1974_tnpA_KF295829.1	tnpA	transposase
2152_IS91_CP000316.1	IS91	insertion_element_IS91
2446_tnpA2_ADFW01000001.1	tnpA2	transposase
2537_tnpAIS1_KF719970.1	tnpAIS1	transposase
2603_tnpA_JX077110.1	tnpA	transposase
2619_IS91_CP003740.1	IS91	insertion_element_IS91
369_tnpA_KU682280.1	tnpA	transposase
480_tnpA_JX077110.1	tnpA	transposase
773_IS91_CP001918.1	IS91	insertion_element_IS91
775_IS91_MOHT01000119.1	IS91	insertion_element_IS91
954_tnpA_KP987218.1	tnpA	transposase
1895_IS91_CXEP01000256.1	IS91	insertion_element_IS91
2324_IS91_MNYJ01000177.1	IS91	insertion_element_IS91
462_IS91_CP002738.1	IS91	insertion_element_IS91
778_IS91_CP002738.1	IS91	insertion_element_IS91
782_IS91_CP007567.1	IS91	insertion_element_IS91
909_IS91_CP000503.1	IS91	insertion_element_IS91
272_intI1_EF592570.1	intI1	integrase
560_IS91_LRLF01000202.1	IS91	insertion_element_IS91
1094_tnpA_CCRM01000135.1	tnpA	transposase
172_IncFIC(FII)_1__AP001918	IncFIC(FII)	plasmid
1532_Tn916-orf18_KC414929	Tn916-orf18	Tn916
2237_tnpA_ADNV01000324.1	tnpA	transposase
1208_IS91_CP000721.1	IS91	insertion_element_IS91
1624_delta-tnpA_HF545433.1	delta-tnpA	transposase
591_tnpA03_KJ721803.1	tnpA03	transposase
1758_IS91_LRLG01000187.1	IS91	insertion_element_IS91
1833_tnpA_JN849689.1	tnpA	transposase
2107_IS91_CP000503.1	IS91	insertion_element_IS91
